a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,niveau_hierarchique_poste,heure_supplementaires,augmentation_salaire_precedente,satisfaction_globale,note_evaluation
0,2,5,2,2,Marketing,Occasionnel,1,40,1,5715,Divorcé(e),Commercial,Cadre Commercial,7,5,2,0,12,3.0,3.0
0,1,5,1,4,Infra & Cloud,Occasionnel,1,42,1,2576,Divorcé(e),Consulting,Consultant,3,5,1,0,16,2.0,3.0
0,0,2,10,4,Infra & Cloud,Occasionnel,0,37,0,4197,Célibataire,Consulting,Tech Lead,2,1,2,1,12,2.75,3.0
0,1,3,12,3,Infra & Cloud,Occasionnel,3,43,0,14336,Divorcé(e),Consulting,Directeur Technique,1,25,4,0,11,2.25,2.5
0,1,3,2,3,Transformation Digitale,Occasionnel,0,40,1,3448,Marié(e),Consulting,Consultant,6,1,2,0,22,2.5,3.0
0,1,4,5,2,Transformation Digitale,Occasionnel,1,54,0,19406,Marié(e),Consulting,Directeur Technique,4,4,5,0,11,1.75,3.0
0,1,3,4,4,Marketing,Aucun,1,34,1,6538,Marié(e),Commercial,Cadre Commercial,9,3,2,0,15,2.5,3.0
0,1,5,7,2,Transformation Digitale,Occasionnel,3,31,1,4306,Marié(e),Consulting,Tech Lead,1,13,2,0,12,1.5,3.0
0,1,1,21,3,Transformation Digitale,Frequent,1,43,0,2258,Marié(e),Consulting,Consultant,7,3,1,0,20,3.0,3.5
0,0,3,8,4,Autre,Occasionnel,0,43,1,4522,Divorcé(e),Consulting,Manager,4,5,2,1,14,3.25,3.0
0,0,3,4,2,Infra & Cloud,Occasionnel,1,25,1,4487,Célibataire,Commercial,Cadre Commercial,1,5,2,1,11,2.75,2.5
0,2,2,25,5,Transformation Digitale,Aucun,10,37,1,4449,Marié(e),Consulting,Assistant de Direction,3,13,2,1,15,2.25,3.0
0,1,3,1,2,Infra & Cloud,Occasionnel,3,31,0,2218,Marié(e),Consulting,Consultant,1,4,1,0,12,2.75,2.5
0,1,3,1,1,Infra & Cloud,Frequent,1,39,0,19197,Divorcé(e),Consulting,Senior Manager,1,21,5,1,14,2.75,3.0
0,3,0,6,3,Infra & Cloud,Frequent,7,56,1,13212,Marié(e),Commercial,Cadre Commercial,9,7,4,0,11,2.5,3.5
0,0,6,12,3,Entrepreunariat,Occasionnel,4,30,1,6577,Célibataire,Commercial,Cadre Commercial,0,5,2,0,11,2.5,3.0
0,1,2,1,3,Marketing,Occasionnel,0,41,0,8392,Marié(e),Commercial,Cadre Commercial,1,10,3,0,16,2.25,3.5
0,1,2,17,2,Transformation Digitale,Occasionnel,1,28,0,4558,Divorcé(e),Consulting,Consultant,1,10,2,0,12,2.75,3.0
1,1,5,3,3,Transformation Digitale,Occasionnel,0,25,0,4031,Marié(e),Consulting,Consultant,5,2,1,0,13,2.0,3.0
0,0,4,3,3,Transformation Digitale,Occasionnel,0,52,0,7969,Marié(e),Consulting,Tech Lead,2,5,3,1,14,3.25,2.5
0,2,3,10,2,Infra & Cloud,Occasionnel,0,45,0,2654,Marié(e),Consulting,Assistant de Direction,3,2,1,0,21,2.75,3.5
0,0,2,4,2,Infra & Cloud,Occasionnel,1,52,1,16555,Marié(e),Consulting,Senior Manager,2,5,4,0,13,3.25,3.0
0,1,3,29,2,Infra & Cloud,Frequent,0,42,1,4556,Divorcé(e),Consulting,Assistant de Direction,2,5,2,0,11,2.25,3.0
0,0,2,2,3,Infra & Cloud,Occasionnel,0,30,1,6091,Célibataire,Consulting,Tech Lead,2,5,2,0,20,3.25,2.5
0,0,5,7,3,Infra & Cloud,Occasionnel,11,60,1,19566,Marié(e),Consulting,Senior Manager,5,29,5,0,11,1.75,3.0
0,1,5,18,3,Transformation Digitale,Occasionnel,0,46,1,4810,Divorcé(e),Consulting,Tech Lead,2,10,2,0,14,2.75,3.0
0,3,4,28,4,Entrepreunariat,Frequent,0,42,1,4523,Marié(e),Consulting,Manager,0,6,2,0,11,4.0,2.5
1,0,4,1,1,Entrepreunariat,Occasionnel,1,24,1,3202,Célibataire,Commercial,Représentant Commercial,1,5,1,1,16,2.0,3.0
1,1,3,6,2,Marketing,Frequent,1,34,1,2351,Divorcé(e),Commercial,Représentant Commercial,0,2,1,0,16,3.25,2.0
0,1,3,2,2,Infra & Cloud,Frequent,0,38,0,1702,Marié(e),Consulting,Consultant,1,1,1,1,23,3.5,3.5
0,0,2,2,4,Infra & Cloud,Occasionnel,1,40,1,18041,Marié(e),Commercial,Senior Manager,0,20,5,0,14,3.25,3.0
0,2,3,23,3,Infra & Cloud,Occasionnel,0,26,1,2886,Divorcé(e),Consulting,Assistant de Direction,1,3,1,0,22,2.0,3.5
0,1,3,3,3,Infra & Cloud,Aucun,1,30,0,2097,Marié(e),Consulting,Consultant,4,5,1,0,15,2.75,3.0
0,0,2,3,4,Transformation Digitale,Occasionnel,0,29,0,11935,Marié(e),Consulting,Directeur Technique,1,10,3,0,18,2.75,2.5
1,0,2,25,5,Entrepreunariat,Occasionnel,1,29,1,2546,Marié(e),Consulting,Assistant de Direction,5,2,1,0,16,2.75,2.5
1,0,3,2,2,Entrepreunariat,Occasionnel,0,19,0,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,1,1,0,12,3.0,2.5
0,0,3,22,4,Autre,Aucun,7,30,1,8412,Marié(e),Commercial,Cadre Commercial,0,9,3,0,11,2.5,3.0
0,1,3,29,3,Marketing,Occasionnel,0,57,0,14118,Divorcé(e),Commercial,Senior Manager,3,1,4,0,12,2.5,2.5
0,1,2,29,4,Infra & Cloud,Occasionnel,15,50,0,17046,Marié(e),Consulting,Senior Manager,0,27,4,0,15,2.5,2.5
0,0,2,2,3,Transformation Digitale,Aucun,6,30,1,2564,Célibataire,Consulting,Consultant,0,11,1,0,14,3.0,3.0
0,0,5,28,3,Marketing,Frequent,13,60,1,10266,Marié(e),Commercial,Cadre Commercial,4,18,3,0,19,3.0,2.5
0,3,2,2,2,Transformation Digitale,Occasionnel,0,47,1,5070,Divorcé(e),Consulting,Tech Lead,5,5,2,0,13,2.75,3.0
0,0,2,2,3,Infra & Cloud,Occasionnel,0,46,0,17861,Marié(e),Consulting,Directeur Technique,6,3,4,0,13,2.0,3.0
0,0,2,22,3,Infra & Cloud,Occasionnel,4,35,0,4230,Célibataire,Consulting,Consultant,0,5,1,0,15,3.25,2.0
0,0,3,8,4,Infra & Cloud,Occasionnel,0,54,1,3780,Célibataire,Consulting,Consultant,7,1,2,0,11,3.0,3.0
0,1,3,2,4,Infra & Cloud,Occasionnel,5,34,0,2768,Divorcé(e),Consulting,Assistant de Direction,3,7,1,0,12,3.25,2.5
0,1,3,10,3,Marketing,Occasionnel,1,46,1,9071,Marié(e),Commercial,Cadre Commercial,2,3,3,1,19,3.25,2.5
0,1,6,9,1,Infra & Cloud,Occasionnel,0,31,0,10648,Divorcé(e),Consulting,Tech Lead,1,13,3,0,25,3.25,3.5
1,0,2,15,1,Transformation Digitale,Occasionnel,7,33,0,13610,Marié(e),Consulting,Senior Manager,7,7,3,1,12,3.25,3.0
1,3,2,10,1,Transformation Digitale,Occasionnel,1,33,0,3408,Divorcé(e),Consulting,Consultant,7,4,1,0,13,2.25,2.0
0,0,3,7,1,Marketing,Occasionnel,1,30,0,2983,Célibataire,Commercial,Représentant Commercial,0,3,1,0,14,2.5,3.0
0,0,2,16,3,Infra & Cloud,Occasionnel,0,35,0,7632,Marié(e),Consulting,Manager,4,8,3,1,12,3.25,3.0
1,0,2,20,3,Infra & Cloud,Frequent,0,31,0,9824,Marié(e),Consulting,Manager,3,1,3,0,12,2.0,3.0
1,3,2,23,3,Ressources Humaines,Frequent,0,34,1,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,9,3,3,1,15,2.25,3.0
0,1,4,5,2,Autre,Frequent,2,42,0,2093,Marié(e),Consulting,Consultant,4,2,1,0,17,3.0,3.0
0,0,3,10,4,Transformation Digitale,Aucun,9,36,0,9980,Célibataire,Commercial,Cadre Commercial,1,10,3,0,14,3.0,3.0
1,0,3,4,1,Entrepreunariat,Frequent,1,22,0,3894,Célibataire,Consulting,Consultant,5,2,1,0,16,3.0,2.5
0,1,2,2,5,Marketing,Occasionnel,6,48,1,4051,Marié(e),Commercial,Cadre Commercial,2,9,2,0,14,2.5,3.0
0,0,2,18,5,Infra & Cloud,Occasionnel,7,55,1,16835,Célibataire,Commercial,Senior Manager,3,10,4,0,23,2.5,3.5
0,0,3,10,2,Infra & Cloud,Aucun,1,41,0,6230,Célibataire,Commercial,Cadre Commercial,7,14,2,0,14,3.75,3.0
0,0,2,1,3,Marketing,Occasionnel,6,35,0,4717,Marié(e),Commercial,Cadre Commercial,9,11,2,0,11,2.75,3.0
0,0,3,6,3,Infra & Cloud,Occasionnel,5,40,1,13237,Célibataire,Consulting,Tech Lead,7,20,4,0,15,2.75,3.0
0,1,3,8,1,Infra & Cloud,Frequent,0,39,1,3755,Marié(e),Consulting,Consultant,1,8,1,0,11,2.5,3.0
0,0,2,2,1,Infra & Cloud,Occasionnel,0,31,0,6582,Célibataire,Commercial,Cadre Commercial,4,6,2,1,13,3.25,3.0
0,1,5,24,3,Transformation Digitale,Occasionnel,5,42,0,7406,Marié(e),Consulting,Tech Lead,1,10,3,1,21,2.75,3.5
0,1,3,2,3,Autre,Occasionnel,3,45,0,4805,Marié(e),Commercial,Cadre Commercial,0,8,2,0,19,3.0,3.0
1,1,2,17,4,Infra & Cloud,Frequent,1,26,1,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,0,7,1,1,11,2.25,3.0
0,2,2,19,3,Entrepreunariat,Occasionnel,1,29,0,4262,Divorcé(e),Consulting,Tech Lead,4,3,2,0,12,3.5,3.0
0,1,2,1,5,Transformation Digitale,Occasionnel,0,33,1,16184,Divorcé(e),Consulting,Directeur Technique,4,6,4,0,19,2.5,3.5
0,1,3,7,3,Infra & Cloud,Occasionnel,0,31,0,11557,Divorcé(e),Commercial,Senior Manager,9,5,3,0,21,3.0,3.0
1,0,3,5,3,Marketing,Frequent,0,18,0,1878,Célibataire,Commercial,Représentant Commercial,1,0,1,1,14,2.75,3.0
0,1,2,28,3,Autre,Aucun,0,40,0,10932,Divorcé(e),Commercial,Cadre Commercial,3,1,3,0,15,2.5,2.0
0,0,3,2,4,Autre,Aucun,0,41,1,6811,Célibataire,Consulting,Manager,2,8,2,1,17,2.0,2.5
0,2,5,29,2,Transformation Digitale,Occasionnel,0,26,0,4306,Divorcé(e),Commercial,Cadre Commercial,5,0,2,0,12,2.0,3.0
0,0,3,1,3,Transformation Digitale,Occasionnel,0,35,1,4859,Célibataire,Commercial,Cadre Commercial,1,5,2,0,16,2.75,3.0
0,0,3,21,4,Infra & Cloud,Occasionnel,5,34,0,5337,Célibataire,Commercial,Cadre Commercial,1,10,2,0,12,3.75,3.5
1,0,3,24,3,Entrepreunariat,Occasionnel,0,26,0,2340,Célibataire,Consulting,Consultant,1,1,1,1,18,2.5,2.0
0,0,3,1,3,Entrepreunariat,Occasionnel,1,37,1,7491,Célibataire,Consulting,Tech Lead,4,6,3,0,17,3.5,3.0
0,0,3,18,1,Transformation Digitale,Frequent,1,46,1,10527,Marié(e),Consulting,Manager,5,2,3,0,11,2.5,3.0
0,1,2,2,5,Infra & Cloud,Occasionnel,11,41,1,16595,Marié(e),Commercial,Senior Manager,7,18,4,0,16,2.0,3.0
0,1,6,9,4,Transformation Digitale,Aucun,7,37,0,8834,Divorcé(e),Commercial,Cadre Commercial,1,9,3,0,13,2.5,3.0
0,2,3,6,2,Entrepreunariat,Occasionnel,6,52,0,5577,Divorcé(e),Consulting,Assistant de Direction,3,10,2,1,12,2.5,3.0
1,0,2,11,4,Autre,Aucun,1,32,0,4707,Marié(e),Commercial,Cadre Commercial,8,4,2,0,12,3.5,3.5
0,2,3,24,3,Transformation Digitale,Frequent,2,24,0,2400,Marié(e),Commercial,Représentant Commercial,0,2,1,0,13,3.5,3.0
0,1,4,10,3,Transformation Digitale,Occasionnel,0,38,1,9824,Marié(e),Consulting,Manager,3,1,2,0,19,3.0,3.0
0,1,2,1,4,Infra & Cloud,Occasionnel,4,37,1,6447,Marié(e),Consulting,Tech Lead,6,6,2,0,12,2.0,3.0
0,1,5,18,4,Infra & Cloud,Occasionnel,0,49,0,19502,Divorcé(e),Consulting,Directeur Technique,1,31,5,1,17,3.25,2.5
0,2,3,23,3,Transformation Digitale,Occasionnel,1,24,0,2725,Marié(e),Consulting,Assistant de Direction,1,6,1,1,11,2.75,3.5
0,2,5,28,2,Marketing,Occasionnel,1,26,0,6272,Marié(e),Commercial,Cadre Commercial,1,5,2,0,20,2.75,3.5
0,1,2,17,2,Autre,Occasionnel,0,24,0,2127,Marié(e),Consulting,Consultant,1,1,1,0,21,3.25,3.0
0,1,2,3,3,Transformation Digitale,Frequent,10,50,0,18200,Marié(e),Ressources Humaines,Senior Manager,1,32,5,0,11,2.25,3.0
0,0,1,13,1,Transformation Digitale,Occasionnel,0,25,0,2096,Marié(e),Commercial,Représentant Commercial,1,7,1,0,11,2.75,3.0
1,1,4,7,3,Infra & Cloud,Frequent,1,24,1,2886,Marié(e),Consulting,Consultant,1,6,1,1,16,2.75,3.0
1,1,2,12,4,Infra & Cloud,Frequent,0,30,0,2033,Marié(e),Commercial,Représentant Commercial,1,1,1,0,18,2.5,2.5
0,1,3,1,2,Infra & Cloud,Occasionnel,1,34,0,3622,Marié(e),Consulting,Assistant de Direction,1,6,1,1,13,3.25,2.5
1,0,2,13,4,Transformation Digitale,Occasionnel,1,31,0,4233,Divorcé(e),Commercial,Cadre Commercial,2,3,2,0,17,1.75,3.0
0,0,3,25,2,Autre,Occasionnel,0,35,0,3681,Célibataire,Consulting,Consultant,4,3,2,0,14,3.0,2.5
0,2,4,6,4,Transformation Digitale,Occasionnel,5,31,0,5460,Divorcé(e),Commercial,Cadre Commercial,4,7,2,0,22,3.25,4.0
0,2,5,6,4,Transformation Digitale,Occasionnel,0,27,1,2187,Divorcé(e),Consulting,Assistant de Direction,0,5,1,0,12,2.25,2.5
0,1,3,2,3,Marketing,Occasionnel,1,37,0,9602,Marié(e),Commercial,Cadre Commercial,4,3,2,1,11,3.0,3.0
0,0,0,1,3,Infra & Cloud,Occasionnel,0,20,1,2836,Célibataire,Consulting,Assistant de Direction,1,1,1,0,13,3.5,2.5
0,2,4,2,4,Infra & Cloud,Occasionnel,2,42,1,4089,Marié(e),Consulting,Manager,1,10,2,0,13,3.0,3.0
0,1,3,6,4,Autre,Occasionnel,0,43,0,16627,Divorcé(e),Consulting,Directeur Technique,4,1,4,1,14,2.75,2.5
0,0,3,1,1,Infra & Cloud,Occasionnel,0,38,1,2619,Célibataire,Consulting,Assistant de Direction,3,0,1,0,17,2.5,3.0
0,1,3,9,5,Transformation Digitale,Frequent,4,43,0,5679,Divorcé(e),Consulting,Consultant,3,8,2,1,13,3.0,3.0
0,1,3,1,4,Infra & Cloud,Occasionnel,0,48,1,15402,Marié(e),Consulting,Senior Manager,7,3,4,0,11,1.75,2.5
0,0,1,1,4,Infra & Cloud,Occasionnel,0,44,1,5985,Célibataire,Ressources Humaines,Ressources Humaines,4,2,2,0,11,2.5,2.5
0,2,3,14,3,Entrepreunariat,Occasionnel,0,34,1,2579,Divorcé(e),Commercial,Représentant Commercial,1,8,1,1,18,3.25,3.0
1,1,3,2,1,Marketing,Occasionnel,0,27,0,3041,Divorcé(e),Commercial,Représentant Commercial,0,4,1,0,11,2.25,3.0
0,0,2,22,1,Entrepreunariat,Occasionnel,1,21,0,3447,Célibataire,Commercial,Représentant Commercial,1,3,1,0,11,3.0,3.0
0,1,2,3,4,Autre,Occasionnel,0,44,0,19513,Marié(e),Consulting,Senior Manager,4,2,5,1,12,3.25,3.0
0,0,3,6,1,Transformation Digitale,Occasionnel,2,22,0,2773,Marié(e),Consulting,Assistant de Direction,0,2,1,0,20,2.75,3.5
0,0,3,8,4,Marketing,Occasionnel,1,33,0,7104,Divorcé(e),Commercial,Cadre Commercial,0,5,2,0,12,3.25,3.0
0,1,2,9,4,Infra & Cloud,Occasionnel,0,32,1,6322,Marié(e),Consulting,Assistant de Direction,1,6,2,1,12,2.75,3.0
0,1,2,3,3,Transformation Digitale,Frequent,0,30,1,2083,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,20,3.0,3.5
0,0,2,1,1,Transformation Digitale,Occasionnel,8,53,1,8381,Célibataire,Commercial,Cadre Commercial,7,14,2,0,20,3.25,3.5
0,1,4,1,5,Infra & Cloud,Occasionnel,8,34,0,2691,Marié(e),Consulting,Assistant de Direction,1,10,1,0,12,3.0,3.0
1,2,4,26,4,Infra & Cloud,Frequent,0,45,1,4286,Marié(e),Commercial,Cadre Commercial,2,1,2,0,14,2.25,3.0
0,1,2,6,3,Infra & Cloud,Occasionnel,0,26,1,2659,Marié(e),Consulting,Consultant,1,3,1,1,13,3.25,3.0
0,1,2,3,3,Autre,Occasionnel,7,37,0,9434,Marié(e),Consulting,Tech Lead,1,10,3,0,15,3.0,3.0
0,1,5,3,2,Transformation Digitale,Occasionnel,1,29,1,5561,Marié(e),Commercial,Cadre Commercial,1,6,2,0,14,2.0,3.0
0,0,3,6,4,Infra & Cloud,Occasionnel,11,35,0,6646,Célibataire,Consulting,Assistant de Direction,1,17,2,0,13,2.75,2.0
0,1,2,6,3,Infra & Cloud,Frequent,4,33,0,7725,Divorcé(e),Consulting,Manager,3,13,2,0,23,2.75,3.5
0,1,1,19,4,Transformation Digitale,Occasionnel,7,54,0,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,9,3,0,15,3.0,3.0
0,1,2,9,2,Transformation Digitale,Occasionnel,0,36,0,8847,Divorcé(e),Consulting,Tech Lead,2,3,2,1,11,2.5,2.5
0,0,0,3,4,Transformation Digitale,Occasionnel,1,27,0,2045,Célibataire,Consulting,Assistant de Direction,0,4,1,0,13,3.0,2.5
1,0,5,10,1,Transformation Digitale,Occasionnel,1,20,0,1009,Célibataire,Consulting,Assistant de Direction,1,1,1,1,11,3.5,3.0
1,0,3,3,3,Infra & Cloud,Frequent,9,33,0,3348,Célibataire,Consulting,Assistant de Direction,1,10,1,1,11,1.5,3.0
0,2,3,3,3,Infra & Cloud,Aucun,0,35,0,1281,Marié(e),Consulting,Consultant,1,1,1,0,18,3.0,2.5
0,1,3,4,3,Transformation Digitale,Occasionnel,0,23,0,2819,Marié(e),Consulting,Assistant de Direction,2,3,1,0,16,1.75,3.5
0,1,4,8,3,Infra & Cloud,Occasionnel,1,25,0,4851,Marié(e),Commercial,Cadre Commercial,0,3,2,0,22,3.0,4.0
0,0,2,7,4,Marketing,Occasionnel,0,38,1,4028,Célibataire,Commercial,Cadre Commercial,0,7,2,0,20,3.0,3.0
0,1,5,1,4,Infra & Cloud,Frequent,2,29,0,2720,Divorcé(e),Consulting,Assistant de Direction,1,10,1,0,18,3.25,2.0
0,0,3,2,1,Marketing,Occasionnel,2,48,0,8120,Marié(e),Commercial,Cadre Commercial,3,2,2,0,12,2.75,3.5
0,2,3,3,1,Transformation Digitale,Frequent,0,27,1,4647,Divorcé(e),Commercial,Cadre Commercial,1,6,2,1,20,3.25,4.0
0,0,2,10,2,Infra & Cloud,Occasionnel,0,37,0,4680,Célibataire,Consulting,Assistant de Direction,3,1,1,0,17,3.0,3.5
0,3,3,28,1,Transformation Digitale,Occasionnel,3,50,0,3221,Marié(e),Consulting,Consultant,1,20,1,1,11,3.25,3.5
0,0,3,9,3,Transformation Digitale,Occasionnel,7,34,1,8621,Célibataire,Consulting,Manager,1,8,3,0,14,3.0,2.5
1,0,3,3,2,Infra & Cloud,Occasionnel,2,24,1,4577,Célibataire,Commercial,Cadre Commercial,9,2,2,0,14,2.0,3.0
0,0,4,2,4,Entrepreunariat,Occasionnel,11,39,1,4553,Célibataire,Consulting,Manager,1,20,2,0,11,2.75,2.5
0,0,2,10,3,Marketing,Occasionnel,0,32,0,5396,Célibataire,Commercial,Cadre Commercial,1,10,2,0,12,3.5,3.0
1,1,4,8,2,Entrepreunariat,Frequent,1,50,0,6796,Marié(e),Commercial,Cadre Commercial,3,4,2,1,14,2.25,3.0
0,0,4,1,4,Infra & Cloud,Occasionnel,1,38,1,7625,Célibataire,Consulting,Manager,0,9,2,0,13,2.75,3.5
0,0,3,1,2,Infra & Cloud,Occasionnel,0,27,1,7412,Marié(e),Consulting,Tech Lead,1,9,3,0,11,2.75,3.0
0,0,6,3,2,Infra & Cloud,Occasionnel,7,32,1,11159,Célibataire,Consulting,Directeur Technique,3,7,3,0,15,3.5,3.0
0,0,2,14,4,Marketing,Occasionnel,1,47,0,4960,Célibataire,Commercial,Cadre Commercial,2,7,2,0,12,3.0,3.0
0,1,2,5,4,Infra & Cloud,Frequent,1,40,0,10475,Marié(e),Commercial,Cadre Commercial,5,18,3,1,21,2.75,3.0
0,0,3,7,3,Infra & Cloud,Occasionnel,1,53,0,14814,Marié(e),Consulting,Directeur Technique,3,5,4,0,19,3.0,3.5
0,3,2,10,4,Ressources Humaines,Occasionnel,12,41,0,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,21,5,0,15,2.5,2.5
0,0,1,16,4,Marketing,Occasionnel,2,60,0,5405,Célibataire,Commercial,Cadre Commercial,8,2,2,0,14,2.25,3.0
0,2,4,10,2,Infra & Cloud,Frequent,1,27,0,8793,Divorcé(e),Consulting,Tech Lead,1,9,3,0,21,2.5,3.5
0,1,3,1,3,Ressources Humaines,Occasionnel,2,41,0,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,5,0,12,3.0,2.5
0,1,2,8,4,Marketing,Occasionnel,2,50,0,3875,Marié(e),Commercial,Représentant Commercial,7,2,1,0,15,3.25,3.0
1,0,4,1,2,Infra & Cloud,Occasionnel,3,28,1,2216,Célibataire,Consulting,Assistant de Direction,7,7,1,1,13,2.5,2.0
0,1,2,8,3,Infra & Cloud,Aucun,0,36,1,11713,Marié(e),Consulting,Directeur Technique,9,8,3,0,14,1.5,3.5
0,0,4,1,3,Infra & Cloud,Occasionnel,0,38,1,7861,Célibataire,Consulting,Tech Lead,4,1,3,1,14,3.5,3.0
0,0,5,24,3,Transformation Digitale,Aucun,1,44,0,3708,Célibataire,Consulting,Consultant,2,5,1,0,14,2.5,2.0
0,2,2,3,3,Transformation Digitale,Frequent,11,47,1,13770,Divorcé(e),Commercial,Cadre Commercial,9,22,4,1,12,3.25,3.0
0,1,2,27,5,Marketing,Occasionnel,7,30,0,5304,Divorcé(e),Commercial,Cadre Commercial,7,8,2,0,23,3.25,3.5
0,0,6,10,3,Infra & Cloud,Occasionnel,0,29,0,2642,Célibataire,Commercial,Représentant Commercial,1,1,1,0,11,3.0,3.0
1,0,2,19,3,Transformation Digitale,Frequent,2,42,0,2759,Divorcé(e),Consulting,Assistant de Direction,6,2,1,1,12,3.25,3.5
0,1,5,15,3,Infra & Cloud,Frequent,2,43,0,6804,Marié(e),Commercial,Cadre Commercial,3,2,2,0,18,3.5,2.5
0,0,2,8,2,Transformation Digitale,Occasionnel,4,34,1,6142,Célibataire,Consulting,Manager,3,5,2,0,11,3.0,3.0
0,1,2,9,1,Transformation Digitale,Occasionnel,0,23,0,2500,Marié(e),Consulting,Consultant,1,4,1,0,14,2.75,3.0
0,1,3,3,3,Ressources Humaines,Occasionnel,3,39,1,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,8,2,0,15,2.25,3.5
0,0,1,9,3,Transformation Digitale,Occasionnel,1,56,0,11103,Marié(e),Consulting,Manager,7,10,4,0,11,3.0,3.0
0,0,2,2,1,Transformation Digitale,Occasionnel,2,40,1,2342,Célibataire,Consulting,Assistant de Direction,0,4,1,1,20,3.5,3.0
0,0,2,7,3,Transformation Digitale,Occasionnel,0,27,1,6811,Célibataire,Consulting,Manager,8,7,2,0,19,1.75,2.5
0,2,2,10,3,Marketing,Occasionnel,2,29,0,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,1,0,14,3.25,3.0
0,0,4,6,3,Infra & Cloud,Occasionnel,2,53,0,2450,Célibataire,Consulting,Consultant,2,2,2,0,17,3.75,3.0
0,1,2,2,4,Infra & Cloud,Aucun,0,35,1,5093,Divorcé(e),Consulting,Manager,2,1,2,0,11,2.5,3.0
0,2,2,24,4,Infra & Cloud,Frequent,4,32,0,5309,Marié(e),Consulting,Consultant,1,10,2,0,15,3.0,3.0
0,1,0,2,5,Transformation Digitale,Occasionnel,0,38,0,3057,Marié(e),Consulting,Assistant de Direction,6,1,1,1,13,2.5,3.0
0,1,3,8,5,Infra & Cloud,Occasionnel,0,34,1,5121,Divorcé(e),Consulting,Tech Lead,3,0,2,0,14,2.25,3.0
0,0,3,3,4,Marketing,Occasionnel,1,52,0,16856,Marié(e),Commercial,Senior Manager,1,34,4,0,11,2.25,2.5
1,0,2,1,4,Autre,Occasionnel,7,33,0,2686,Célibataire,Consulting,Assistant de Direction,1,10,1,1,13,3.25,3.0
0,0,5,26,1,Transformation Digitale,Occasionnel,1,25,1,6180,Célibataire,Commercial,Cadre Commercial,1,6,2,0,23,2.75,3.5
0,0,3,2,2,Entrepreunariat,Occasionnel,3,45,0,6632,Célibataire,Commercial,Représentant Commercial,0,8,2,0,13,2.25,2.0
0,0,3,10,1,Transformation Digitale,Occasionnel,0,23,0,3505,Célibataire,Consulting,Assistant de Direction,1,2,1,0,18,2.75,3.5
1,0,2,27,2,Infra & Cloud,Frequent,1,47,1,6397,Célibataire,Commercial,Cadre Commercial,4,5,2,1,12,3.0,3.5
0,0,5,2,3,Autre,Occasionnel,1,34,0,6274,Célibataire,Commercial,Cadre Commercial,1,6,2,0,22,3.5,3.5
1,1,2,2,3,Transformation Digitale,Occasionnel,1,55,0,19859,Marié(e),Consulting,Senior Manager,5,5,5,1,13,3.0,3.0
0,0,1,8,4,Infra & Cloud,Aucun,0,36,0,7587,Célibataire,Commercial,Cadre Commercial,1,10,3,0,15,1.75,2.5
0,1,3,19,4,Transformation Digitale,Aucun,1,52,0,4258,Marié(e),Consulting,Assistant de Direction,0,4,1,0,18,3.0,3.0
0,1,2,1,2,Infra & Cloud,Frequent,2,26,1,4364,Divorcé(e),Consulting,Consultant,3,2,1,0,14,2.25,2.0
0,1,3,27,3,Transformation Digitale,Occasionnel,1,29,1,4335,Marié(e),Consulting,Manager,4,8,2,0,12,2.0,3.0
1,0,2,8,3,Entrepreunariat,Occasionnel,1,26,0,5326,Célibataire,Commercial,Cadre Commercial,6,4,2,0,17,2.5,2.5
0,0,2,1,4,Infra & Cloud,Occasionnel,1,34,1,3280,Célibataire,Consulting,Assistant de Direction,2,4,1,0,16,3.0,3.5
0,2,4,19,4,Transformation Digitale,Occasionnel,1,54,1,5485,Divorcé(e),Consulting,Tech Lead,9,5,2,1,11,2.5,3.0
0,1,3,8,1,Marketing,Frequent,1,27,0,4342,Marié(e),Commercial,Cadre Commercial,0,4,2,0,19,3.0,3.0
0,2,3,10,1,Infra & Cloud,Occasionnel,4,37,1,2782,Divorcé(e),Consulting,Assistant de Direction,0,5,1,1,13,2.25,3.0
0,0,2,2,4,Infra & Cloud,Frequent,4,38,1,5980,Célibataire,Consulting,Tech Lead,6,15,2,1,12,2.25,3.5
0,0,3,2,4,Transformation Digitale,Occasionnel,1,34,1,4381,Célibataire,Consulting,Assistant de Direction,1,6,1,0,11,2.5,2.5
0,1,1,8,4,Infra & Cloud,Occasionnel,0,35,1,2572,Marié(e),Commercial,Représentant Commercial,1,3,1,0,16,2.25,3.0
0,2,2,1,3,Infra & Cloud,Occasionnel,0,30,0,3833,Marié(e),Consulting,Consultant,3,2,1,0,21,3.25,2.5
